Gene,MDA468_B2_24h_a,MDA468_B2_24h_b,MDA468_B3_24h_a,MDA468_B3_24h_b,MDA468_B6_24h_a,MDA468_B6_24h_b,MDA468_D_24h_a,MDA468_D_24h_b,MDA468_J_24h_a,MDA468_J_24h_b,MDA468_JB2_24h_a,MDA468_JB2_24h_b,MDA468_JB3_24h_a,MDA468_JB3_24h_b,MDA468_JB6_24h_a,MDA468_JB6_24h_b
RUFY2,8,5,13,10,9,11,1,5,2,3,4,6,2,1,5,7
RUFY3,25,19,21,22,23,19,21,24,14,14,13,16,16,17,9,18
RUFY4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
RUNDC1,13,12,18,25,17,12,14,12,9,8,15,24,17,10,12,19
RUNDC3A,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,2
RUNDC3A-AS1,1,5,0,0,1,1,6,8,3,8,2,0,0,2,1,2
RUNDC3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUNX1,87,83,189,237,252,276,71,89,92,108,173,263,162,160,121,203
RUNX1T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUNX2,5,5,10,13,17,11,2,4,7,1,2,1,1,2,1,2
RUNX2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUNX3,164,150,283,299,318,348,135,171,80,118,92,130,77,75,48,97
RUSC1,116,69,74,107,66,100,55,127,71,69,72,121,70,73,56,103
RUSC1-AS1,2,1,1,0,0,0,2,3,1,1,2,0,1,0,0,3
RUSC2,31,28,69,77,54,73,21,30,33,35,48,43,49,46,36,41
RUVBL1,285,213,254,322,180,234,154,222,158,207,157,202,125,118,66,102
RUVBL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUVBL2,1028,711,866,1213,833,938,543,910,635,835,669,1250,644,601,416,750
RWDD1,261,241,222,221,232,278,162,215,144,173,116,218,153,132,101,242
RWDD2A,4,1,1,2,2,1,1,3,2,1,1,0,0,1,1,0
RWDD2B,33,19,18,24,23,21,32,50,27,39,13,23,10,19,7,11
RWDD3,0,1,1,1,0,1,1,3,0,0,2,0,0,0,0,0
RWDD4,49,43,42,45,21,40,29,64,33,36,11,27,17,16,21,26
RWDD4P1,2,1,1,1,2,0,0,2,0,0,0,1,1,2,0,1
RWDD4P2,1,9,6,2,6,1,6,5,2,2,4,1,5,1,0,5
RXFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXFP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXFP4,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0
RXRA,125,87,78,91,54,89,69,97,53,64,38,56,47,35,23,46
RXRB,190,131,235,256,199,286,135,163,106,131,169,289,205,190,155,199
RXRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYBP,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
RYK,79,67,66,90,71,103,63,97,65,82,51,51,43,41,30,43
RYR1,54,26,23,47,32,29,39,46,19,18,13,11,6,9,10,11
RYR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYR3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
S100A1,6,6,1,1,1,2,1,4,4,2,1,3,2,0,0,2
S100A10,1724,1532,2063,2750,1811,2671,744,1461,1082,1581,1044,2198,1130,1056,586,1343
S100A11,1811,1281,1865,2518,1583,1768,1033,1551,1013,1674,1046,2306,1096,1044,652,1454
S100A11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A11P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A13,433,366,318,401,294,309,234,534,281,489,222,357,246,185,97,223
S100A14,2117,1727,1466,1789,1116,1319,1446,2322,1957,2759,1260,2161,1037,1040,413,900
S100A16,2284,1924,1948,2795,1514,2034,1184,2199,1410,2067,1045,2094,1106,1155,519,1017
S100A2,629,602,142,174,91,86,489,820,236,301,57,135,40,30,10,26
S100A3,126,97,47,58,54,51,67,99,24,35,19,24,7,6,4,10
S100A4,1106,941,265,360,141,207,819,1516,495,761,242,437,139,128,73,127
S100A5,9,9,1,4,5,6,11,8,4,2,3,5,6,0,0,0
S100A6,5098,4885,2503,3748,1528,1899,3555,6431,2742,4141,1906,4034,1329,1424,651,1277
S100A7,63,40,7,16,10,7,36,79,55,79,6,26,3,10,5,6
S100A7A,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1
S100A7L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A8,16,9,1,3,1,1,13,23,11,12,0,4,0,0,1,1
S100A9,1521,1378,334,519,185,177,977,1587,927,1214,582,1112,470,476,228,344
S100B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100P,78,79,451,635,568,524,40,81,29,41,146,271,191,198,192,384
S100PBP,16,11,14,13,12,15,13,23,12,15,10,8,10,9,3,11
S100Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1PR1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S1PR2,100,79,51,44,51,51,71,94,53,79,33,39,36,38,24,47
S1PR3,13,6,11,18,7,16,5,15,22,19,16,26,18,18,10,16
S1PR4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1PR5,32,24,10,13,11,20,35,45,12,11,8,12,8,9,7,8
SAA1,137,130,29,47,18,21,69,156,68,110,22,60,8,13,8,20
SAA2,38,28,5,9,1,6,24,49,26,34,4,13,7,4,1,5
SAA2-SAA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAA3P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SAA4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SAAL1,43,30,55,57,43,48,23,34,17,21,17,23,20,28,18,22
SAC3D1,488,416,277,350,205,221,336,506,265,331,207,308,166,200,91,192
SACM1L,10,3,12,12,12,12,1,4,6,4,8,11,6,7,5,3
SACS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SACS-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAE1,637,380,661,806,841,922,301,568,312,462,414,599,412,413,333,658
SAFB,65,63,93,143,139,172,48,72,48,68,58,109,66,60,39,98
SAFB2,90,56,62,90,60,92,37,59,67,97,125,185,101,110,73,105
SAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL2,4,3,2,0,2,2,0,3,0,1,1,1,0,0,0,0
SALL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL4P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALL4P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALRNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALRNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALRNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD1,365,207,111,146,78,87,254,313,163,200,55,64,48,46,24,36
SAMD10,71,42,31,31,5,18,33,59,23,18,2,2,6,3,7,6
SAMD11,7,0,3,4,3,4,6,3,4,1,1,3,2,1,1,0
SAMD11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD12,2,0,1,0,0,2,0,1,2,1,0,1,0,0,0,0
SAMD12-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAMD14,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
SAMD15,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
SAMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD4A,39,32,37,46,42,32,17,24,67,52,25,44,36,39,17,43
SAMD4B,724,524,1215,1732,1207,1858,414,573,459,572,1276,1773,1138,1144,786,1310
SAMD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD8,16,11,19,18,17,27,6,8,12,14,11,22,27,17,18,23
SAMD9,1,3,0,4,1,4,1,1,0,0,2,1,1,0,0,0
SAMD9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMHD1,20,13,2,8,4,1,10,24,29,50,22,47,20,16,8,19
SAMM50,326,291,293,359,263,324,178,304,212,320,210,331,255,212,155,317
SAMM50P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMMSON,0,3,0,1,0,0,1,0,2,3,2,1,2,0,1,3
SAMSN1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAMSN1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP130,24,20,34,42,57,73,15,29,25,33,37,36,25,30,19,35
SAP18,421,316,482,639,534,615,182,367,225,319,367,685,405,385,308,741
SAP18P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP18P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP18P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP30,123,94,41,47,26,26,90,147,91,112,93,118,72,62,51,84
SAP30BP,351,280,564,746,708,774,179,320,250,298,479,600,504,497,341,561
SAP30L,257,249,400,456,457,489,131,248,189,238,285,321,300,247,185,341
SAP30L-AS1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
SAPCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAPCD1-AS1,17,17,12,16,18,10,1,4,5,2,13,9,7,9,8,5
SAPCD2,385,297,101,159,75,91,259,345,209,257,80,118,51,48,40,50
SAPCD2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAPCD2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAPCD2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAPCD2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAR1A,174,176,275,322,341,412,105,181,82,130,140,326,159,172,169,366
SAR1AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAR1AP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAR1B,34,22,28,34,30,32,13,27,18,21,22,49,12,18,14,34
SARAF,174,155,180,189,151,167,97,185,119,209,150,289,148,152,147,224
SARDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARM1,8,9,10,3,9,5,5,12,7,8,5,4,2,4,0,2
SARNP,4,1,5,15,9,7,1,8,5,2,1,6,1,5,14,4
SARS,519,385,650,930,631,744,243,433,290,379,602,1028,594,587,387,729
SARS2,114,83,136,183,129,183,51,88,45,65,84,126,79,92,70,120
SART1,488,392,523,623,479,784,324,433,305,462,399,566,406,394,265,413
SART3,96,89,107,160,127,168,59,74,47,67,81,141,86,90,76,109
SASH1,20,13,14,17,14,15,10,8,10,17,17,27,14,15,9,14
SASH3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SASS6,0,3,4,2,2,4,1,5,2,1,1,1,0,1,1,2
SAT1,723,600,750,944,913,1221,547,976,517,759,1271,2479,1353,1376,1475,3053
SAT2,104,103,95,150,112,91,61,125,96,109,76,157,93,83,67,109
SATB1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATB1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATB2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SAV1,131,117,198,227,176,207,107,116,101,146,131,151,103,95,75,113
SAXO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAXO2,1,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
SAYSD1,52,39,25,30,14,18,30,61,41,57,35,43,27,24,20,30
SBDS,89,63,120,181,100,122,48,69,68,94,123,149,148,107,80,167
SBDSP1,12,13,5,11,8,13,3,14,5,7,6,9,6,11,5,15
SBF1,194,165,190,197,218,287,145,193,213,232,265,322,216,209,147,219
SBF1P1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SBF2,12,14,15,21,20,21,8,12,7,5,4,10,11,7,11,11
SBF2-AS1,9,5,1,5,2,5,3,7,7,3,2,4,0,0,1,3
SBK1,29,20,7,6,10,17,19,31,27,35,26,35,19,19,4,23
SBK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBNO1,28,25,21,35,29,20,15,17,27,23,28,33,14,14,15,36
SBNO2,180,141,165,204,141,237,82,131,102,116,94,140,93,72,74,105
SBSN,2,0,0,7,1,3,0,0,0,3,3,2,2,2,0,5
SBSPON,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0
SC5D,28,24,29,35,24,25,9,13,13,18,22,33,23,13,10,20
SCAF1,60,38,41,63,72,74,38,55,36,62,39,63,27,33,23,36
SCAF11,110,91,124,194,153,194,74,93,78,86,81,121,73,71,64,89
SCAF4,72,49,84,96,97,116,51,60,55,74,110,91,85,63,76,94
SCAF8,10,15,12,21,16,29,7,12,11,14,19,22,15,7,10,17
SCAI,6,8,3,2,1,3,2,9,6,7,2,8,5,5,3,9
SCAMP1,7,4,4,10,4,4,1,3,3,3,5,7,4,2,3,1
SCAMP1-AS1,25,18,6,13,3,11,11,28,12,15,10,14,4,11,3,10
SCAMP2,257,186,165,219,181,191,148,215,212,283,249,394,231,200,145,219
SCAMP3,381,271,307,412,257,360,217,323,221,292,203,383,250,226,175,345
SCAMP4,113,92,69,85,64,101,81,114,98,109,90,128,95,81,69,110
SCAMP5,33,21,12,8,14,4,27,32,14,14,2,8,1,3,3,9
SCAND1,543,498,189,237,127,140,394,629,519,692,382,607,261,250,138,262
SCAND2P,7,6,9,14,11,10,4,2,6,1,8,11,9,8,11,8
SCAND3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAP,164,117,105,143,77,122,96,187,171,211,95,183,98,119,61,99
SCAPER,14,11,16,18,13,20,14,13,5,7,7,19,15,10,6,13
SCARA3,138,108,101,126,144,146,75,126,55,87,36,37,37,43,36,51
SCARA5,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,2
SCARB1,45,32,28,29,16,16,25,50,23,33,26,33,18,15,9,21
SCARB2,99,75,149,154,127,172,70,119,66,108,109,189,109,104,56,161
SCARF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SCARF2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SCARNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SCARNA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA13,3,0,2,7,4,4,0,1,1,4,4,9,6,11,3,10
SCARNA14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA15,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
SCARNA16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SCARNA18B,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
SCARNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA20,3,0,2,0,2,0,3,6,1,4,10,1,3,5,4,6
SCARNA21,8,6,3,1,1,3,3,1,5,6,3,3,4,5,2,3
SCARNA21B,0,1,1,0,0,0,0,1,0,3,4,1,2,1,3,0
SCARNA22,4,1,2,6,5,14,5,10,2,3,1,3,4,2,4,3
SCARNA23,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
SCARNA24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SCARNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SCARNA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SCARNA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCART1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCCPDH,84,77,48,56,55,47,44,88,57,79,21,49,28,24,19,31
SCD,207,199,208,190,160,204,148,231,148,213,96,132,97,100,97,183
SCD5,192,167,227,240,245,319,109,151,187,187,96,137,129,125,85,146
SCDP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SCEL,0,0,4,1,4,6,0,0,0,0,0,0,0,2,0,0
SCEL-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCFD1,37,29,52,53,41,50,14,28,13,18,23,21,22,29,13,30
SCFD2,8,6,6,10,0,2,11,14,5,12,3,2,2,2,1,2
SCG2,0,0,3,1,2,1,0,0,1,1,1,0,2,0,0,0
SCG3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SCG5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SCGB1A1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1B2P,1,3,1,2,0,1,4,1,1,1,0,1,0,0,0,0
SCGB1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1D5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB2A1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
SCGB2A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB2B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SCGB2B3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHIP1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
SCHLAP1,0,1,1,0,0,4,0,1,0,2,1,5,3,1,3,5
SCIMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIN,0,0,0,0,1,1,0,2,0,0,0,0,3,0,1,0
SCLT1,12,10,6,3,3,2,7,9,5,10,4,1,3,3,1,3
SCLY,12,9,16,8,5,9,8,12,10,11,5,9,7,1,1,11
SCMH1,219,171,105,129,78,94,129,195,36,64,23,22,33,27,17,34
SCML1,7,8,12,15,20,21,4,5,7,6,11,16,15,15,8,16
SCML2,9,6,8,14,9,11,7,3,3,4,5,8,3,3,8,6
SCML2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCML4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN1A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SCN1B,18,13,8,8,7,6,25,25,43,34,7,10,8,6,6,9
SCN2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN3B,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
SCN4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN4B,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,2
SCN5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SCN9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCNM1,213,202,283,318,298,346,131,221,122,189,158,213,170,185,149,237
SCNN1A,232,175,72,84,47,59,154,171,60,89,30,41,24,17,15,8
SCNN1B,6,8,2,4,4,1,6,10,1,1,1,2,0,2,1,2
SCNN1D,15,10,16,14,13,13,18,21,17,19,17,38,18,18,9,26
SCNN1G,3,1,0,1,1,0,2,4,0,1,0,1,1,1,1,1
SCO1,132,95,106,175,154,192,73,123,76,106,88,143,91,94,79,105
SCO2,146,113,68,128,64,84,117,174,110,177,88,180,105,71,57,93
SCOC,29,33,19,24,19,24,16,24,11,22,18,36,14,13,16,20
SCOC-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOCP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCP2,26,25,25,33,28,27,22,33,16,24,22,25,14,15,15,18
SCP2D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCPEP1,128,113,93,139,85,97,55,102,51,104,139,155,104,91,68,117
SCRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRIB,306,212,189,251,186,284,226,280,256,315,193,279,182,175,104,139
SCRN1,213,149,261,347,310,318,132,197,128,183,129,168,144,160,110,166
SCRN2,147,138,66,81,46,59,116,172,73,99,18,46,33,30,15,26
SCRN3,9,6,4,1,0,2,3,6,4,5,2,2,0,2,0,0
SCRT1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
SCRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCT,0,0,0,0,2,3,0,2,0,2,0,2,0,1,1,0
SCTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCUBE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCUBE2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
SCUBE3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1
SCX,20,11,29,48,33,45,4,4,4,10,16,22,30,26,18,39
SCYL1,636,506,555,736,523,679,418,568,477,553,456,599,418,351,316,437
SCYL2,18,15,12,27,11,15,13,9,13,15,13,34,22,5,13,19
SCYL3,3,6,4,6,7,5,4,4,3,4,5,13,1,2,4,12
SDAD1,14,6,11,9,12,18,9,8,5,5,9,7,4,6,10,6
SDAD1P1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
SDAD1P2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SDAD1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDAD1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDC1,529,419,385,427,341,394,348,588,301,403,271,449,318,338,161,283
SDC2,4,0,6,1,5,0,0,1,0,0,0,0,1,0,0,0
SDC3,8,5,6,2,5,7,9,9,7,6,1,7,2,2,3,5
SDC4,329,226,329,421,289,349,234,375,400,482,447,595,346,387,213,323
SDC4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCBP,8,3,7,6,1,6,1,1,3,11,5,18,10,6,6,17
SDCBP2,220,176,448,684,380,451,39,58,44,48,281,474,329,308,176,302
SDCBP2-AS1,3,3,1,7,1,2,1,4,4,4,6,7,3,3,0,1
SDCBP2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCBPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCBPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCBPP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCCAG3,187,146,181,245,153,174,133,188,109,124,128,198,109,92,51,126
SDCCAG3P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SDCCAG3P2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
SDCCAG8,35,37,30,29,19,25,38,57,32,39,39,39,40,28,25,40
SDE2,33,29,87,82,102,110,17,37,37,47,65,70,83,59,58,83
SDF2,66,42,84,107,96,118,51,74,59,79,110,214,111,99,69,131
SDF2L1,316,278,332,365,365,408,198,282,126,169,158,161,167,149,128,248
SDF4,1177,968,999,1378,1078,1275,845,1109,762,939,758,1050,767,669,509,773
SDHA,770,667,591,849,615,668,509,735,656,924,830,1374,765,600,431,850
SDHAF1,102,73,90,133,71,109,38,83,51,72,68,143,78,95,46,85
SDHAF2,176,153,298,379,316,384,100,136,116,149,166,296,169,204,135,248
SDHAF3,7,1,0,3,1,1,1,0,1,2,0,1,0,1,1,2
SDHAF4,35,19,5,2,9,3,36,37,16,27,11,14,6,5,1,6
SDHAP1,5,3,7,9,8,11,1,4,4,4,3,7,7,7,4,7
SDHAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHAP3,20,11,16,9,18,16,9,22,19,11,14,18,17,4,12,16
SDHB,444,432,412,508,391,457,249,499,198,307,210,302,210,209,131,311
SDHC,139,90,82,119,62,79,74,121,82,100,60,89,64,63,32,60
SDHCP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHCP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHCP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHD,181,158,164,250,179,220,105,175,89,130,94,155,89,90,52,125
SDHDP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHDP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHDP6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SDK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDK2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
SDR16C5,0,0,1,3,2,3,2,1,1,0,1,1,0,1,0,0
SDR16C6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR39U1,93,71,59,76,55,71,66,68,47,68,50,77,43,43,43,58
SDR42E1,10,7,13,13,12,10,0,8,5,4,11,8,5,7,7,7
SDR42E1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDR42E1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
